,rating
183204,0
462379,0
134322,0
348433,0
339376,0
319514,0
337364,0
249826,0
277826,0
365706,0
132933,0
68363,0
6304,0
423102,0
312369,0
363944,0
84418,0
330082,0
332707,0
237751,0
220298,0
109248,0
19302,0
91997,0
380533,0
144306,0
371477,0
420461,0
218951,0
252604,0
294311,0
233167,0
96441,0
175620,1
499526,0
478164,0
48713,0
220789,0
293226,0
434528,0
474083,0
330738,0
429812,0
179097,0
307691,0
216603,0
456178,0
402803,0
220501,0
73692,0
268339,0
442127,0
47957,0
125342,0
87659,0
86638,0
234633,0
282655,1
297143,0
63190,1
29158,0
49784,0
181232,0
98710,1
381280,1
348936,0
215900,1
430120,1
161775,1
281147,0
329549,0
319453,0
110946,0
187264,0
447926,0
374017,0
348030,1
471836,0
449216,0
143569,0
386460,1
215377,0
53458,0
40969,0
202387,0
337256,0
153298,0
272903,0
304126,0
86198,0
97572,0
406250,1
190925,1
140060,1
199948,0
241003,0
498846,0
470092,0
86022,0
246142,0
260846,0
133758,0
329730,1
276039,0
473550,1
350686,0
385671,0
214717,0
326372,0
291503,0
17843,0
294927,0
456011,0
307062,0
428348,0
22031,0
119707,0
278900,1
63482,0
228043,0
461250,1
66887,0
321012,0
258559,0
319956,0
429739,0
100423,0
383358,0
121019,0
170232,0
418715,1
343804,0
354884,0
142898,0
418197,0
8305,1
363774,0
132934,0
229728,0
11785,1
95438,0
421373,0
194283,0
291777,0
434298,0
271834,0
482128,0
300501,0
117881,0
419886,0
451767,0
13700,1
342829,0
78342,0
352901,0
457102,0
253250,1
419957,0
225849,0
240996,0
149283,0
424368,0
155699,0
201438,0
195434,0
248199,0
417142,0
133472,0
270651,0
93774,0
56131,0
70207,0
363030,1
380508,0
94389,0
337109,0
124883,0
73851,0
383235,1
136437,0
399446,0
224924,0
416278,0
487424,0
64586,0
409046,0
386535,1
180796,0
42325,1
293171,0
214511,0
61345,1
222046,0
35496,0
170987,0
385828,0
338418,0
466892,0
421191,0
285646,0
354803,0
208608,0
143455,1
377466,0
259119,0
351628,0
303754,0
403100,1
474505,1
17115,1
163695,1
354950,1
381980,1
385708,0
220344,0
61793,0
413500,1
473590,1
453341,0
399954,0
130058,0
368062,0
147787,0
102509,0
484904,0
47618,0
320810,1
235732,0
466699,0
37934,0
241800,1
429595,1
144936,0
446565,1
423679,0
240733,0
270720,1
151554,0
190202,0
5590,1
459705,1
121048,0
45135,1
147771,0
43799,0
341670,1
215982,0
402301,0
251367,0
114445,1
253536,0
59290,1
100899,0
180204,0
419940,1
43043,0
444980,1
199638,0
416512,0
270108,0
454030,1
69050,1
454256,0
319637,0
107286,0
210263,0
242800,1
34148,0
150486,0
206967,0
368961,0
358519,0
176515,1
84638,0
254079,0
415921,0
339768,0
206117,0
209843,0
153331,0
215104,0
91466,0
409623,0
350973,0
50311,0
196625,1
118824,0
22229,0
329307,0
480355,1
146151,0
360020,1
52787,0
140662,0
26276,0
66694,0
475974,0
58026,0
453879,0
6317,0
94238,0
114630,1
388579,0
404364,0
30436,0
448364,0
407986,0
179819,0
60979,0
294674,0
333322,0
31278,0
151927,0
425877,0
151127,0
233433,0
121318,0
200240,1
435206,0
245490,1
83639,0
51767,0
475941,0
395538,0
18658,0
296273,0
179490,1
158842,0
474630,1
33681,0
352550,1
69433,0
397749,0
361179,0
408674,0
268917,0
68787,0
230423,0
22665,1
329118,0
232767,0
272005,1
224256,0
484756,0
308342,0
413813,0
110610,1
452518,0
462813,0
439542,0
460546,0
119055,1
167746,0
5570,1
345043,0
142834,0
441744,0
96698,0
331900,1
469923,0
201962,0
331880,1
251451,0
352263,0
480383,0
108222,0
229576,0
164825,1
320436,0
401029,0
500712,0
146897,0
227347,0
114649,0
186154,0
26908,0
463182,0
230849,0
269071,0
372318,0
52224,0
403513,0
494050,1
274652,0
120416,0
55114,0
299502,0
445670,1
217739,0
257482,0
162143,0
431295,1
428543,0
404925,1
328948,0
69525,1
449827,0
270305,1
368572,0
356195,1
241263,0
482069,0
77201,0
138286,0
260674,0
384927,0
473714,0
469217,0
206663,0
287161,0
59170,1
403152,0
471664,0
92614,0
20870,1
438215,1
395519,0
143567,0
52140,1
396590,1
74297,0
223729,0
496348,0
467189,0
261644,0
460657,0
355573,0
242658,0
47289,0
247423,0
374761,0
128653,0
403310,1
11936,0
248626,0
192042,0
318901,0
257529,0
301694,0
451894,0
364561,0
14988,0
261100,1
225942,0
137371,0
470492,0
185863,0
41000,1
262131,0
190053,0
313116,0
461863,0
134894,0
128069,0
161718,0
55035,1
213684,0
154377,0
362733,0
209300,1
381539,0
423773,0
356680,1
264265,1
432717,0
279737,0
84454,0
162814,0
231920,1
86876,0
303491,0
246307,0
322144,0
499452,0
245520,1
117898,0
289603,0
286933,0
125716,0
1380,1
302147,0
209855,1
312802,0
77537,0
351712,0
143420,1
410254,0
390684,0
116386,0
192158,0
475405,1
75461,0
226569,0
301355,1
320988,0
85442,0
482565,1
379548,0
243069,0
329965,1
36597,0
249140,1
194819,0
210063,0
148732,0
6923,0
55198,0
385324,0
338198,0
274419,0
271357,0
444828,0
19550,1
346899,0
280411,0
123938,0
92269,0
280806,0
387912,0
484178,0
362176,0
133516,0
443216,0
216005,1
330760,1
34409,0
298729,0
501520,1
383345,1
156411,0
75416,0
485691,0
12562,0
140575,1
154946,0
12258,0
290973,0
487814,0
212306,0
388714,0
4106,0
238136,0
307395,1
68210,1
39176,0
249874,0
429767,0
504164,0
167790,1
63419,0
493201,0
361039,0
115216,0
36429,0
236653,0
282896,0
152417,0
227105,1
308221,0
237685,1
299354,0
243976,0
58345,1
126179,0
443936,0
53130,1
321027,0
194787,0
431455,1
360797,0
320008,0
107621,0
487496,0
156800,1
489667,0
78133,0
255273,0
148739,0
281052,0
285941,0
59738,0
386088,0
256676,0
105740,1
118059,0
204318,0
292693,0
158272,0
450323,0
408632,0
272712,0
26318,0
382632,0
282039,0
319929,0
102795,1
178892,0
303207,0
250655,1
13462,0
313036,0
276704,0
25517,0
358990,1
285165,1
139483,0
230997,0
490731,0
205372,0
20524,0
125841,0
272928,0
140911,0
423355,1
251505,1
195894,0
288398,0
50169,0
345798,0
56455,1
248284,0
432070,1
216385,1
433487,0
261071,0
405657,0
328821,0
73985,1
407108,0
446505,1
12171,0
494110,1
283003,0
358663,0
310523,0
496556,0
490469,0
281107,0
229585,1
357389,0
89134,0
466624,0
200156,0
374684,0
471344,0
220736,0
344602,0
43235,1
425011,0
492828,0
345310,1
416132,0
42373,0
176680,1
209211,0
500196,0
106297,0
416942,0
200504,0
200991,0
349322,0
85567,0
175814,0
215228,0
171956,0
377050,1
375492,0
502273,0
51148,0
264103,0
189756,0
68511,0
283021,0
73247,0
331782,0
374202,0
351131,0
468807,0
287695,1
114590,1
195867,0
444144,0
388677,0
449643,0
51529,0
378108,0
106818,0
472540,1
480037,0
172110,1
60121,0
402136,0
270313,0
279271,0
163587,0
376134,0
82346,0
88251,0
336782,0
494363,0
3901,0
385854,0
429094,0
277399,0
262495,1
368176,0
271607,0
140579,0
400594,0
495696,0
362837,0
182413,0
146359,0
496111,0
228207,0
435309,0
112549,0
484710,1
260764,0
209993,0
59362,0
421482,0
223918,0
488448,0
263668,0
467775,1
134366,0
167988,0
68357,0
376687,0
423564,0
345420,1
239196,0
472267,0
95649,0
433068,0
41715,1
483897,0
144546,0
249404,0
229740,1
362752,0
255143,0
41088,0
502675,1
223187,0
332723,0
221646,0
258705,1
200666,0
279021,0
490414,0
353891,0
503908,0
59080,1
379440,1
300116,0
104562,0
24218,0
165692,0
24499,0
219063,0
349297,0
245022,0
102931,0
244181,0
375749,0
446043,0
71684,0
412740,1
482044,0
376946,0
16598,0
121233,0
76787,0
260470,1
425396,0
460143,0
335510,1
294918,0
258233,0
199382,0
178387,0
443907,0
65208,0
123795,1
193526,0
278911,0
62613,0
219087,0
312766,0
66482,0
305201,0
87699,0
21114,0
451907,0
283191,0
106725,1
395746,0
445457,0
453607,0
273721,0
401318,0
477586,0
384893,0
373042,0
194178,0
355187,0
53034,0
390679,0
452495,1
68844,0
233833,0
492959,0
34887,0
497735,1
256167,0
324335,1
9307,0
469415,1
149416,0
329159,0
399694,0
220851,0
15638,0
228263,0
277021,0
92626,0
395444,0
79789,0
76157,0
91934,0
177760,1
115932,0
228720,1
486251,0
381711,0
363591,0
49313,0
395679,0
47574,0
232782,0
67505,1
25493,0
404383,0
493573,0
209614,0
385451,0
233694,0
451930,1
453880,1
130805,1
318676,0
240313,0
139823,0
409841,0
403620,1
41867,0
308665,1
15957,0
366371,0
258055,1
127553,0
395842,0
387463,0
123671,0
320522,0
446853,0
205178,0
332003,0
406505,1
145999,0
297269,0
152904,0
48824,0
215049,0
474736,0
348533,0
409567,0
95082,0
238791,0
181198,0
416289,0
319536,0
201903,0
107070,1
470506,0
339333,0
168805,1
301581,0
224699,0
96205,1
372960,1
167889,0
292239,0
334589,0
18497,0
169159,0
415058,0
174330,1
316994,0
152494,0
385307,0
491272,0
204613,0
487699,0
116360,1
280410,1
380498,0
460298,0
390866,0
152202,0
434647,0
366203,0
180619,0
30744,0
150027,0
10047,0
238230,1
55412,0
22999,0
247208,0
434043,0
160009,0
495660,1
94475,1
291548,0
111951,0
94235,1
310588,0
79373,0
243432,0
333902,0
213462,0
492596,0
263810,1
73445,1
3974,0
226631,0
135081,0
420607,0
282782,0
299103,0
86903,0
316067,0
401156,0
19096,0
454302,0
477018,0
256772,0
357789,0
16389,0
6508,0
466426,0
159571,0
302931,0
222946,0
445621,0
232368,0
374056,0
181611,0
56275,1
176973,0
121761,0
402281,0
307584,0
434765,1
216383,0
280124,0
161162,0
173648,0
499368,0
438726,0
47742,0
337158,0
471688,0
89948,0
200702,0
384980,1
184188,0
490592,0
248007,0
180906,0
327067,0
178251,0
265157,0
467636,0
111211,0
366614,0
89308,0
394917,0
497890,1
479895,1
432749,0
143288,0
193542,0
215341,0
188008,0
85635,1
148494,0
126118,0
329332,0
265542,0
313248,0
398156,0
391627,0
264554,0
327370,1
368731,0
458591,0
208006,0
129936,0
463078,0
136603,0
40394,0
274199,0
341137,0
290890,1
381309,0
414359,0
290165,1
211661,0
269250,1
86167,0
437115,1
402426,0
104508,0
11572,0
73306,0
290452,0
402708,0
389702,0
448489,0
309091,0
26748,0
25638,0
366177,0
241825,1
413625,1
203881,0
257329,0
63524,0
68230,1
134463,0
471280,1
143210,1
111129,0
502519,0
93093,0
331464,0
148645,1
401911,0
240586,0
366095,1
409242,0
73241,0
277983,0
252542,0
33214,0
439516,0
24390,1
491690,1
404414,0
24183,0
481947,0
434381,0
60287,0
113277,0
137389,0
443743,0
487752,0
308825,1
493473,0
73923,0
491618,0
438222,0
423997,0
131759,0
472681,0
408700,1
423083,0
431937,0
441222,0
423095,1
28902,0
471807,0
324200,1
265764,0
408147,0
403050,1
220785,1
322940,1
326390,1
296381,0
306739,0
340902,0
23632,0
185137,0
95183,0
208566,0
220148,0
220234,0
287100,1
275706,0
103313,0
151631,0
278646,0
440575,1
12429,0
53656,0
290922,0
107493,0
326331,0
234908,0
420405,1
89995,1
158382,0
124513,0
198066,0
117375,1
323914,0
174645,1
149135,1
42868,0
100585,1
476316,0
440870,1
163308,0
488973,0
79952,0
204018,0
271852,0
116996,0
339718,0
488461,0
339953,0
334420,1
144693,0
165452,0
216496,0
479823,0
287185,1
239233,0
112688,0
45023,0
359524,0
11120,1
414524,0
59732,0
5414,0
259529,0
409349,0
18925,1
341665,1
81910,1
295330,1
247456,0
480710,1
162727,0
260171,0
290637,0
180844,0
286364,0
311372,0
180075,1
174470,1
77762,0
161286,0
374003,0
171515,1
420986,0
102894,0
170557,0
196,0
87511,0
33485,1
470241,0
221447,0
273227,0
129551,0
129940,1
117412,0
284256,0
315600,1
341233,0
67856,0
115649,0
177094,0
317127,0
102454,0
94325,1
41870,1
214793,0
453057,0
255515,1
5251,0
452351,0
455002,0
132770,1
51642,0
396935,1
395506,0
389287,0
53616,0
375067,0
147968,0
296780,1
57496,0
232289,0
245069,0
496321,0
308284,0
101991,0
471426,0
51373,0
172862,0
463646,0
261883,0
496525,1
227159,0
288698,0
172877,0
226052,0
397,0
79156,0
340075,1
181484,0
118358,0
12,0
295611,0
492535,1
187366,0
307734,0
457498,0
105957,0
27354,0
449459,0
141608,0
142119,0
247837,0
320495,1
107602,0
188794,0
442986,0
298392,0
150423,0
428642,0
145796,0
51212,0
167456,0
32263,0
377728,0
36368,0
125393,0
42951,0
234982,0
14723,0
132050,1
306444,0
17238,0
356281,0
46617,0
484678,0
57373,0
492996,0
427453,0
222477,0
442402,0
407122,0
162778,0
294284,0
377426,0
139647,0
497739,0
161475,1
156989,0
340122,0
65319,0
136591,0
233333,0
58714,0
162349,0
85605,1
189604,0
377070,1
434056,0
95795,1
227889,0
266834,0
372674,0
404146,0
435858,0
223096,0
326076,0
498445,1
421729,0
301386,0
196149,0
397139,0
412163,0
169314,0
80035,1
172040,1
199852,0
415014,0
317025,1
322228,0
437108,0
449744,0
234939,0
204261,0
19779,0
39481,0
273608,0
56412,0
393667,0
133633,0
95277,0
445006,0
143588,0
97321,0
488772,0
119025,1
269504,0
318020,1
457235,1
436913,0
224682,0
397710,1
288472,0
19940,1
207048,0
404656,0
318296,0
79855,1
90516,0
361515,1
175407,0
109028,0
111117,0
28981,0
435777,0
345031,0
391872,0
420560,1
93524,0
231883,0
92109,0
262454,0
415774,0
216140,1
381434,0
3028,0
441106,0
344966,0
294169,0
239788,0
37783,0
192949,0
420170,1
458986,0
254647,0
407039,0
180553,0
2009,0
120960,1
395399,0
348392,0
111848,0
5856,0
24513,0
348309,0
27138,0
206354,0
385426,0
25672,0
383541,0
94674,0
309816,0
266753,0
135705,1
117960,1
62089,0
412741,0
255014,0
464418,0
296358,0
120137,0
105015,1
255690,1
174961,0
230931,0
452907,0
54186,0
351853,0
301370,1
180502,0
47621,0
115285,1
494464,0
423829,0
243140,1
130553,0
208281,0
483784,0
102284,0
488290,1
380372,0
414768,0
279874,0
252318,0
331155,1
446064,0
25728,0
77383,0
99058,0
255985,1
448116,0
428967,0
204587,0
262250,1
398722,0
495119,0
167709,0
487946,0
323152,0
6203,0
377131,0
285829,0
348278,0
431743,0
306472,0
363974,0
345012,0
72441,0
8839,0
243994,0
233232,0
224935,1
323417,0
502789,0
169557,0
417787,0
496299,0
432668,0
148847,0
112477,0
96877,0
285929,0
157408,0
245891,0
377075,1
346491,0
111167,0
47393,0
479513,0
260904,0
67561,0
1746,0
375135,1
411963,0
93847,0
446017,0
258404,0
244887,0
271891,0
5731,0
192706,0
318301,0
30017,0
374347,0
478140,1
101542,0
205449,0
462318,0
374020,1
248628,0
77078,0
18134,0
127941,0
454133,0
279524,0
296901,0
69805,1
389212,0
257923,0
228769,0
96060,1
354597,0
341911,0
31422,0
339936,0
204085,1
383576,0
299737,0
92089,0
177182,0
360594,0
444015,1
427118,0
280986,0
263095,1
371170,1
338509,0
335687,0
284478,0
54745,1
103726,0
268998,0
54679,0
270086,0
160580,1
146292,0
63944,0
233370,1
252805,1
365139,0
130353,0
41889,0
227597,0
113241,0
375662,0
239268,0
25720,1
56940,1
446346,0
359814,0
465318,0
473858,0
409483,0
14739,0
426045,1
416853,0
281153,0
184732,0
449818,0
234011,0
477303,0
335369,0
288796,0
240032,0
353261,0
361851,0
217757,0
480675,1
364047,0
143216,0
387437,0
293636,0
149758,0
174208,0
185422,0
132168,0
32617,0
26945,1
259783,0
24316,0
328696,0
1568,0
200564,0
148316,0
62011,0
428389,0
244178,0
126772,0
371153,0
279946,0
158228,0
359675,1
146306,0
429285,1
66418,0
168039,0
435791,0
401835,1
262194,0
363173,0
14032,0
300988,0
379988,0
190606,0
240073,0
326556,0
360261,0
232112,0
108586,0
503074,0
9867,0
188010,1
478428,0
263354,0
54911,0
138561,0
84486,0
102799,0
413789,0
386726,0
42301,0
321443,0
305695,1
421731,0
45602,0
313982,0
218058,0
150856,0
478620,1
486690,1
200648,0
369914,0
321510,1
19390,1
345418,0
145517,0
284122,0
257856,0
310623,0
361249,0
172581,0
91607,0
78492,0
193479,0
174069,0
278238,0
410225,1
57734,0
226348,0
17398,0
35792,0
495402,0
365934,0
116775,1
270453,0
230418,0
421015,1
358691,0
49374,0
78711,0
29415,1
122703,0
224681,0
186866,0
236485,1
403965,1
490446,0
427721,0
55959,0
497750,1
123227,0
200024,0
205779,0
260003,0
393584,0
217730,1
259556,0
198798,0
145874,0
332653,0
463644,0
411542,0
489102,0
206060,1
164177,0
252547,0
264749,0
399884,0
465886,0
345065,1
236764,0
458455,1
1586,0
439997,0
50348,0
496194,0
311869,0
471003,0
144606,0
455098,0
172075,1
144276,0
407754,0
402024,0
217890,1
411553,0
432704,0
489255,1
394314,0
372076,0
383365,1
183167,0
161210,1
265894,0
436049,0
475085,1
274598,0
340500,1
174998,0
145763,0
253265,1
470427,0
277060,1
199287,0
243315,1
89464,0
352672,0
114000,1
295802,0
409043,0
84941,0
184317,0
355584,0
203260,1
154749,0
241085,1
4125,1
430778,0
103729,0
498628,0
350845,1
470225,1
24819,0
391341,0
458199,0
203806,0
149215,1
25937,0
93227,0
323913,0
227490,1
302698,0
113184,0
359826,0
447960,1
203418,0
203854,0
40050,1
156310,1
410957,0
113456,0
347614,0
367901,0
380000,1
269956,0
200878,0
356515,1
163930,1
61348,0
395644,0
154711,0
94782,0
243210,1
178004,0
185071,0
346388,0
114835,1
160720,1
363971,0
154432,0
221991,0
167742,0
317072,0
257203,0
177485,1
216963,0
224419,0
472769,0
171008,0
346881,0
296329,0
417862,0
360592,0
409430,1
357696,0
275651,0
42171,0
422170,1
234862,0
121950,1
8000,1
266185,1
313338,0
387724,0
14432,0
225555,1
323226,0
102122,0
406614,0
352517,0
229518,0
248619,0
246800,1
332112,0
337805,1
131178,0
26457,0
353133,0
21539,0
328343,0
278820,1
485460,1
346085,1
220969,0
446272,0
392127,0
243246,0
66084,0
226243,0
2297,0
427684,0
438779,0
340060,1
121970,1
146235,1
447981,0
469745,1
277830,1
41475,1
223853,0
258409,0
451889,0
150453,0
457264,0
376413,0
215040,1
80822,0
36562,0
466962,0
441211,0
178596,0
318160,1
262291,0
156833,0
222246,0
85830,1
502404,0
343058,0
426202,0
398476,0
422520,1
340029,0
407008,0
313112,0
436320,1
272328,0
228888,0
376295,1
294203,0
466855,1
382677,0
63099,0
472434,0
373957,0
117916,0
493960,1
459710,1
235181,0
75438,0
443669,0
254439,0
368656,0
471989,0
15288,0
479629,0
146831,0
212702,0
366752,0
363507,0
163226,0
358920,1
289566,0
84149,0
299874,0
226072,0
342550,1
143056,0
165461,0
103792,0
295918,0
446401,0
140805,1
30394,0
306872,0
8561,0
427647,0
132543,0
119724,0
373466,0
114804,0
158763,0
504127,0
443114,0
358967,0
319845,1
413115,1
411944,0
246914,0
260340,1
238567,0
143072,0
466838,0
135774,0
480379,0
294040,1
143957,0
178386,0
329072,0
129305,1
25787,0
24463,0
128256,0
31604,0
65562,0
228020,1
9740,1
461684,0
219877,0
218599,0
64389,0
261446,0
394526,0
343838,0
467243,0
357248,0
114956,0
322450,1
184499,0
154097,0
444960,1
51371,0
373258,0
316831,0
403912,0
204537,0
396204,0
443984,0
244589,0
92245,1
268398,0
164620,1
149580,1
5947,0
330417,0
147029,0
103196,0
13881,0
335551,0
131121,0
152093,0
168304,0
194241,0
101570,1
75344,0
84569,0
306466,0
119020,1
148912,0
349528,0
403195,1
273327,0
240707,0
367214,0
415372,0
367808,0
255837,0
459809,0
161359,0
266719,0
217941,0
375546,0
125336,0
7374,0
374626,0
31494,0
195925,1
485623,0
81979,0
138607,0
201144,0
449941,0
106094,0
219195,1
194873,0
160981,0
96784,0
132387,0
200512,0
424994,0
212309,0
245226,0
49550,1
135206,0
451537,0
124031,0
94249,0
176354,0
318040,1
291212,0
117997,0
12698,0
175991,0
486952,0
173695,1
47885,1
333094,0
212197,0
308485,1
487135,1
432931,0
348384,0
392014,0
363437,0
163097,0
365328,0
262910,1
147599,0
63355,1
231966,0
431203,0
8553,0
482448,0
10016,0
179508,0
492238,0
76203,0
24353,0
51198,0
316619,0
204979,0
72941,0
483259,0
192484,0
101426,0
306829,0
344112,0
471899,0
102493,0
201666,0
52567,0
447544,0
282396,0
258623,0
252948,0
359909,0
289998,0
421553,0
95867,0
475916,0
413872,0
444220,1
396726,0
260598,0
405881,0
144743,0
245550,1
152366,0
456684,0
161361,0
437261,0
57619,0
254690,1
209258,0
89109,0
282978,0
250492,0
397277,0
