,Unnamed: 0,userId,movieId
285,56348,372,1474
286,83022,525,81845
287,94388,599,26676
288,94979,599,116941
289,58443,381,33794
290,37918,257,5445
291,27494,186,3826
292,7271,50,45880
293,72172,465,164
294,88915,573,53972
295,71628,462,1240
296,69416,448,4993
297,15540,102,350
298,20488,135,2020
299,56708,377,2163
300,87798,567,364
301,98179,606,6803
302,97399,606,202
303,49953,321,377
304,70819,452,4014
305,45669,302,762
306,33440,226,6541
307,34183,232,6059
308,83270,527,2455
309,85041,552,2987
310,17038,108,4024
311,30852,216,3521
312,10623,68,1597
313,15603,103,555
314,63916,414,5325
315,48358,313,1394
316,67592,438,70
317,82227,522,586
318,13454,86,6947
319,39391,274,924
320,97933,606,3855
321,13286,84,1172
322,85006,552,2431
323,11591,68,106782
324,30036,209,92259
325,33437,226,6502
326,28064,193,55442
327,33404,226,5445
328,45074,298,48322
329,37783,256,4734
330,51840,336,50
331,26639,182,3521
332,78104,484,4015
333,27028,182,7022
334,51453,332,2021
335,86567,560,134130
336,44820,298,4845
337,48818,317,778
338,83887,534,67923
339,87506,563,109895
340,1286,11,589
341,57522,380,6793
342,51669,334,377
343,91372,592,520
344,79259,491,7293
345,37555,254,1
346,56857,379,318
347,66165,425,8640
348,42102,287,6936
349,50403,325,3623
350,57176,380,2321
351,80081,503,480
352,12924,82,6536
353,28419,198,1306
354,93732,599,3793
355,91623,594,2671
356,20977,139,8665
357,61104,398,7361
358,43745,292,6753
359,62239,413,296
360,1682,17,589
361,8767,61,1208
362,42893,288,4239
363,6847,45,5620
364,33578,227,6377
365,25314,177,4700
366,55227,367,593
367,29863,204,7147
368,70082,448,97913
369,78764,489,2701
370,80803,509,102445
371,88365,570,2916
372,58270,381,2918
373,64116,414,6306
374,56604,376,1721
375,86500,560,79702
376,4637,28,48738
377,80443,509,2028
378,41955,286,6539
379,89268,579,1573
380,70696,452,1270
381,69113,448,2890
382,93353,599,2275
383,99682,610,2474
384,11373,68,55267
385,59610,387,2378
386,21799,141,6934
387,12171,74,48698
388,21764,141,3948
389,85603,555,2262
390,35751,241,44694
391,53585,354,44
392,21166,140,733
393,82749,525,2858
394,30071,210,5944
395,32327,221,1136
396,65964,425,861
397,86488,560,71156
398,48681,314,653
399,4452,28,4446
400,96673,603,2512
401,51919,337,100
402,66752,430,3534
403,33174,226,1259
404,20024,132,1380
405,22720,156,457
406,88682,573,50
407,41650,282,8360
408,70774,452,2710
409,25454,177,8798
410,78179,484,37384
411,80394,509,586
412,78086,484,3556
413,23453,160,2011
414,96483,603,1537
415,63943,414,5422
416,31989,219,47044
417,26829,182,4849
418,98506,607,423
419,90642,590,1027
420,95031,599,139855
421,78077,484,3254
422,84648,546,70
423,16656,105,61236
424,25475,177,25937
425,91450,593,2628
426,73075,473,4880
427,59564,387,2084
428,20246,132,45880
429,67609,438,185
430,16442,105,5889
431,8558,58,292
432,36733,249,6537
433,6824,45,4979
434,60264,388,1197
435,81438,514,122926
436,44392,294,3869
437,13927,89,118572
438,5637,40,432
439,85749,555,3070
440,15314,100,234
441,3402,21,8644
442,61520,405,55253
443,94641,599,55232
444,15555,102,540
445,56378,373,60
446,53940,356,2692
447,47198,307,3649
448,31281,217,2273
449,42758,288,3317
450,40892,275,4205
451,60626,391,2318
452,14538,91,3810
453,82042,520,1779
454,86423,560,48516
455,99035,608,2315
456,53996,356,4979
457,98861,608,1196
458,87038,561,101362
459,62710,414,1148
460,40003,274,5679
461,41081,279,608
462,78778,489,2826
463,26572,182,3033
464,56497,375,32
465,13462,86,58559
466,52993,349,344
467,64952,414,161582
468,39184,273,224
469,89820,582,79132
470,17013,108,541
471,91407,593,377
472,63679,414,4351
473,23760,163,1821
474,59928,387,5502
475,60361,390,4973
476,1756,17,27773
477,52564,343,7256
478,44531,297,1620
479,80467,509,2657
480,1767,17,78499
481,81576,517,597
482,79319,492,100
483,62972,414,2014
484,941,7,4310
485,93782,599,4008
486,37549,253,55442
487,38137,261,1431
488,24302,168,7256
489,36949,249,58315
490,29188,200,8910
491,46478,305,91842
492,56888,380,34
493,53905,356,1641
494,2586,19,1717
495,75328,475,95510
496,80743,509,79132
497,42734,288,3161
498,71979,462,151311
499,55115,365,107348
500,90616,590,912
501,97169,605,661
502,1030,8,32
503,68725,448,466
504,95127,600,161
505,62908,414,1779
506,95908,601,6016
507,84659,546,1035
508,925,7,2762
509,25041,177,1193
510,43179,289,1220
511,46701,306,130520
512,78710,489,2025
513,68879,448,1396
514,53554,353,333
515,485,4,3911
516,22997,156,3223
517,82357,522,67197
518,31866,219,6287
519,74866,474,8057
520,47737,308,457
521,26736,182,4018
522,33713,229,440
523,68017,438,5989
524,30740,216,707
525,41124,279,4223
526,35849,243,588
527,75702,477,3000
528,11822,73,3535
529,78449,488,5135
530,34370,232,31431
531,24617,170,364
532,93781,599,4007
533,94100,599,6005
534,63572,414,4010
535,23257,160,239
536,35571,239,54503
537,34918,234,153
538,37358,249,134368
539,16009,104,1391
540,52837,346,6643
541,63274,414,2944
542,81852,517,60069
543,82716,525,2018
544,45467,298,141688
545,1198,10,64969
546,69663,448,33166
547,82216,522,296
548,33521,226,45728
549,62080,411,349
550,83365,528,3578
551,43381,290,2494
552,3140,20,4246
553,34057,232,3916
554,39347,274,609
555,6107,42,2236
556,29700,202,3000
557,54397,357,5299
558,66131,425,5989
559,69465,448,5507
560,62973,414,2015
561,37410,249,176101
562,4717,28,61024
563,69053,448,2524
564,14664,91,7123
565,41415,280,71619
566,51899,337,12
567,96790,603,2966
568,48806,317,288
569,34100,232,4700
570,11272,68,44191
571,90766,590,1894
572,24904,177,16
573,41271,280,919
574,74948,474,8778
575,43110,288,40959
576,70066,448,96530
577,22629,154,115617
578,77420,483,1777
579,60765,391,4995
580,61162,400,318
581,16086,104,4447
582,2514,19,1346
583,50136,323,508
584,60270,388,5218
585,51113,330,2700
586,69966,448,88356
587,28285,196,1552
588,84075,534,128542
589,5434,38,480
590,62576,414,671
591,91543,594,587
592,96558,603,1956
593,31833,219,5025
594,57166,380,2167
595,39470,274,1387
596,54179,357,594
597,97911,606,3587
598,24409,169,1721
599,45816,304,924
600,55827,368,3726
601,56492,374,1333
602,67252,434,6796
603,49308,318,6874
604,23459,160,2028
605,22446,153,1198
606,32502,221,5060
607,2446,19,910
608,53056,350,1393
609,8432,57,2997
610,9142,62,173925
611,29776,202,3836
612,3685,22,3578
613,85949,558,3052
614,49092,318,1279
615,40950,275,5445
616,1067,8,586
617,82019,520,1215
618,96798,603,2986
619,45748,304,135
620,39683,274,2713
621,86722,561,2072
622,70104,448,99415
623,50149,323,1377
624,66989,432,44759
625,28093,195,50
626,5790,41,47099
627,2784,19,2687
628,87731,566,150
629,58945,384,3471
630,70769,452,2668
631,1107,9,5872
632,61573,407,109374
633,49950,321,364
634,85039,552,2959
635,95161,600,339
636,17776,111,121372
637,72038,464,32
638,84067,534,119145
639,18773,121,1
640,82284,522,2858
641,92314,597,1235
642,77761,483,44665
643,14656,91,6857
644,80323,506,80549
645,82922,525,34072
646,54937,365,3421
647,24571,169,7060
648,96003,602,176
649,20383,135,663
650,64961,414,166568
651,10684,68,2001
652,25153,177,2115
653,29035,200,2245
654,80456,509,2161
655,81756,517,4361
656,94478,599,33493
657,4300,28,1276
658,89354,580,485
659,69921,448,84374
660,50816,328,3948
661,66860,432,1704
662,46243,305,8985
663,36500,249,1690
664,87992,567,99917
665,9819,64,5299
666,37385,249,158238
667,15067,96,1079
668,1970,18,4643
669,67934,438,4886
670,97316,605,47384
671,677,6,267
672,23940,166,2542
673,85405,555,969
674,53132,351,50445
675,33221,226,2009
676,27267,185,605
677,48632,314,296
678,6981,47,6765
679,20293,133,555
680,79959,500,2018
681,612,6,126
682,97471,606,632
683,76016,477,74553
684,30193,211,1221
685,87761,566,367
686,186,1,2899
687,38441,263,8970
688,91886,596,3793
689,92520,597,2518
690,22521,153,45720
691,27492,186,3753
692,76112,479,2108
693,82098,520,3994
694,64084,414,6185
695,99974,610,6617
696,69650,448,27831
697,55897,369,1208
698,47070,307,2325
699,43207,290,246
700,91298,591,3916
701,73303,474,921
702,60399,390,62374
703,57420,380,5093
704,51824,335,802
705,84047,534,111781
706,86924,561,32587
707,59330,387,836
708,35958,245,2064
709,59456,387,1278
710,33062,226,105
711,82487,524,20
712,28250,195,4020
713,61780,409,2492
714,65961,425,786
715,36695,249,5445
716,57459,380,5621
717,70859,453,196
718,3786,23,175
719,34709,232,69306
720,82157,520,59784
721,90168,586,72998
722,17223,110,1198
723,12200,75,435
724,54311,357,2160
725,57646,380,32456
726,32086,220,780
727,95442,600,2294
728,23949,166,2951
729,38082,260,5782
730,12088,74,3863
731,28134,195,1213
732,91706,594,7450
733,29730,202,3342
734,40898,275,4239
735,48922,317,68237
736,18781,121,39
737,19906,131,7153
738,35350,239,778
739,38257,263,380
740,20226,132,27815
741,26992,182,6539
742,22980,156,3088
743,8053,57,141
744,97661,606,1729
745,14819,94,11
746,37786,256,4973
747,19250,125,1206
748,62953,414,1961
749,65066,415,5266
750,65210,418,500
751,69724,448,50005
752,29836,204,1136
753,20911,139,4036
754,9373,63,54286
755,98410,606,46723
756,36655,249,4388
757,34802,233,2762
758,50341,325,2302
759,21748,141,2959
760,76815,480,6796
761,34520,232,46972
762,50655,327,3616
763,19920,132,17
764,11382,68,56336
765,30767,216,1197
766,3678,22,2723
767,74463,474,5541
768,47739,308,527
769,98975,608,1921
770,36177,247,110
771,18756,120,260
772,43007,288,6753
773,59893,387,4989
774,42164,288,370
775,12185,74,55290
776,90967,590,3755
777,40828,275,3175
778,14985,95,4954
779,87323,563,595
780,46034,305,1234
781,47822,308,117192
782,38025,260,1914
783,97421,606,306
784,99725,610,3425
785,19406,125,76093
786,7551,51,2054
787,53872,356,1031
788,98001,606,4484
789,27305,185,5804
790,14249,91,780
791,6910,46,435
792,33920,232,480
793,32755,222,36517
794,45272,298,81834
795,69905,448,82093
796,50507,326,3949
797,67356,436,2
798,91475,593,6218
799,93717,599,3724
800,96437,603,1321
801,17382,111,3988
802,9396,63,86290
803,9183,63,555
804,49823,318,140737
805,7850,52,54286
806,90443,588,208
807,64654,414,55110
808,49780,318,116505
809,18524,118,1213
810,36588,249,3114
811,19855,131,260
812,47823,309,50
813,15356,100,1197
814,14490,91,3018
815,55854,368,3930
816,80226,504,5669
817,72111,464,3386
818,17178,109,537
819,6031,42,1391
820,72206,465,1219
821,79306,492,52
822,94427,599,27434
823,81247,514,2716
824,65959,425,784
825,30643,215,1198
826,44666,298,2134
827,11069,68,5582
828,19128,123,593
829,97693,606,1971
830,79920,500,364
831,41318,280,3755
832,63070,414,2269
833,28251,195,4022
834,56534,376,110
835,95003,599,122924
836,7666,51,3863
837,11524,68,81784
838,71056,453,3481
839,16492,105,7327
840,18715,119,117176
841,94453,599,31553
842,33715,229,454
843,17356,111,3186
844,46891,307,1037
845,4115,27,1270
846,10641,68,1682
847,43635,292,2918
848,90305,587,1096
849,98339,606,30749
850,88971,573,102125
851,33424,226,5991
852,23756,163,1777
853,13593,89,1394
854,84887,551,77561
855,48558,313,4848
856,9422,63,111759
857,41528,282,1921
858,21435,140,4025
859,33157,226,1194
860,28367,198,364
861,50343,325,2352
862,49911,320,42718
863,34511,232,45730
864,59768,387,3639
865,82440,523,7361
866,20269,133,110
867,39314,274,441
868,81936,518,1275
869,57132,380,2000
870,86742,561,2372
871,61452,405,1464
872,10318,66,8665
873,89391,580,1123
874,24131,167,2140
875,79194,490,60128
876,84581,543,7361
877,58490,381,48394
878,11015,68,4734
879,2299,19,141
880,57414,380,5040
881,33432,226,6365
882,11616,68,166528
883,73245,474,593
884,55464,368,490
885,97619,606,1393
886,55830,368,3753
887,83564,533,79132
888,42327,288,1276
889,15440,100,6059
890,80682,509,58293
891,78197,484,58315
892,33545,226,56174
893,54170,357,551
894,70528,449,1222
895,27521,186,5039
896,13096,84,95
897,27399,186,1876
898,14711,92,2572
899,83762,534,7438
900,38970,268,1892
901,38744,266,1270
902,15079,96,1296
903,53281,352,3083
904,12433,78,743
905,89087,577,924
906,51949,337,711
907,2357,19,422
908,96014,602,230
909,26625,182,3409
910,21683,140,47644
911,96174,603,301
912,57383,380,4444
913,72411,467,2028
914,70563,450,551
915,81401,514,69453
916,11073,68,5630
917,34093,232,4386
918,73426,474,1221
919,42638,288,2699
920,84467,542,4226
921,55589,368,1590
922,92936,599,849
923,80817,509,109374
924,91382,592,590
925,51206,331,1391
926,99457,608,8961
927,50447,325,5004
928,76850,480,7419
929,38233,262,640
930,79380,492,837
931,85135,553,858
932,59415,387,1221
933,12654,80,69654
934,32576,221,30846
935,37649,254,30707
936,38679,266,132
937,81175,514,1617
938,87984,567,95510
939,49957,321,454
940,61415,405,32
941,20413,135,1215
942,40851,275,3471
943,71232,455,367
944,63026,414,2125
945,12935,82,6686
946,1290,11,736
947,69836,448,72011
948,51364,332,16
949,60523,391,1206
950,82984,525,61240
951,35219,237,1586
952,48793,316,7438
953,58597,382,1049
954,15183,98,5618
955,35492,239,5679
956,45515,300,7361
957,83084,525,122882
958,84959,552,902
959,90120,586,5418
960,99668,610,2022
961,30061,210,4299
962,60946,394,225
963,4083,27,780
964,22398,152,61132
965,39223,273,593
966,84232,538,4616
967,40272,274,36525
968,18502,117,849
969,69753,448,55995
970,73671,474,2064
971,32620,222,778
972,17240,110,3268
973,61087,398,2144
974,42019,287,1972
975,65587,420,56251
976,17058,108,5051
977,83021,525,81834
978,86735,561,2288
979,90138,586,33615
980,94341,599,8914
981,710,6,337
982,65685,422,3468
983,90580,590,552
984,48787,316,4816
985,3495,21,78469
986,92625,599,3
987,100403,610,71341
988,12568,80,3623
989,51842,336,110
990,7421,50,190183
991,100194,610,45517
992,72718,469,2124
993,70840,452,4963
994,44928,298,6709
995,18211,115,2273
996,2039,18,8784
997,70912,453,1136
998,40943,275,5299
999,30794,216,2064
1000,8338,57,2088
1001,95575,600,3269
1002,54356,357,3270
1003,70490,448,158813
1004,63918,414,5329
1005,79428,493,858
1006,83781,534,27368
1007,85830,555,3702
1008,47980,310,6548
1009,72703,469,2023
1010,17749,111,109282
1011,45214,298,69644
1012,31686,219,2081
1013,23711,162,153
1014,30788,216,1923
1015,836,6,762
1016,19728,129,2396
1017,4333,28,1994
1018,32089,220,954
1019,35971,246,29
1020,89173,577,2245
1021,38343,263,2563
1022,99902,610,5378
1023,97891,606,3424
1024,2993,20,594
1025,51688,334,1249
1026,79422,493,349
1027,24322,169,2
1028,81197,514,1982
1029,42622,288,2567
1030,52509,342,3004
1031,41482,282,588
1032,88349,570,2353
1033,51316,331,56757
1034,6257,42,3882
1035,65658,422,2392
1036,43771,292,34162
1037,66355,427,5952
1038,40298,274,42285
1039,98554,607,1339
1040,14725,93,60
1041,34502,232,45447
1042,40109,274,7150
1043,18671,119,88744
1044,59299,387,533
1045,8368,57,2354
1046,39603,274,2160
1047,59991,387,6663
1048,44789,298,4167
1049,56242,372,903
1050,19435,125,91542
1051,2676,19,2115
1052,56674,377,900
1053,83684,534,2720
1054,14122,91,2
1055,57837,380,71530
1056,85795,555,3505
1057,4665,28,53550
1058,25707,177,81564
1059,63100,414,2371
1060,67166,434,1590
1061,24873,176,231
1062,14158,91,196
1063,64512,414,45210
1064,25215,177,2805
1065,10918,68,3707
1066,16065,104,3325
1067,60679,391,2997
1068,8884,62,6534
1069,82327,522,34405
1070,40010,274,5816
1071,63930,414,5382
1072,19683,129,110
1073,32595,222,110
1074,100535,610,91233
1075,38520,265,379
1076,29645,202,2410
1077,41313,280,3253
1078,64890,414,106920
1079,19401,125,72998
1080,8397,57,2683
1081,83822,534,51024
1082,60561,391,1370
1083,22655,155,1883
1084,13442,86,4310
1085,23000,156,3310
1086,67459,436,597
1087,4433,28,3994
1088,22569,153,106916
1089,44485,297,349
1090,58085,380,176371
1091,87660,564,111617
1092,77760,483,44191
1093,24636,170,595
1094,37310,249,111622
1095,28625,199,698
1096,31853,219,5574
1097,38143,261,2060
1098,95406,600,2085
1099,72500,469,552
1100,25470,177,25771
1101,30455,212,109487
1102,47466,307,7321
1103,90634,590,954
1104,93879,599,4502
1105,53958,356,3174
1106,78533,489,380
1107,12583,80,5349
1108,68330,442,3107
1109,10820,68,2888
1110,54166,357,524
1111,92993,599,1081
1112,23423,160,1722
1113,23675,161,1223
1114,11653,69,3994
1115,76286,480,367
1116,16311,105,2571
1117,99825,610,4369
1118,47829,309,904
1119,97204,605,2011
1120,70899,453,798
1121,93593,599,3175
1122,50793,328,2687
1123,41136,279,7143
1124,56512,375,1779
1125,5632,40,380
1126,91908,596,4963
1127,33445,226,6708
1128,64717,414,61132
1129,23352,160,1198
1130,28258,195,4246
1131,6607,45,1356
1132,21161,140,609
1133,90661,590,1193
1134,38033,260,2348
1135,50273,325,1257
1136,80036,501,805
1137,4407,28,3317
1138,78277,486,329
1139,28960,200,500
1140,24446,169,3114
1141,5648,40,553
1142,74361,474,4888
1143,37024,249,71264
1144,4632,28,47644
1145,44106,294,1196
1146,98725,608,316
1147,80894,510,2231
1148,36575,249,2797
1149,53455,352,104879
1150,66693,429,279
1151,3471,21,63859
1152,64943,414,152970
1153,95588,600,3476
1154,64425,414,34326
1155,47323,307,5283
1156,1857,18,1206
1157,98392,606,43376
1158,87286,562,57274
1159,96598,603,2130
1160,79158,490,5690
1161,67517,437,431
1162,98137,606,6238
1163,72669,469,1729
1164,8782,61,5952
1165,79458,493,2872
1166,93649,599,3396
1167,79919,500,356
1168,59058,385,595
1169,20906,139,3997
1170,73037,472,2428
1171,53403,352,73321
1172,4858,30,5952
1173,97022,603,4745
1174,67915,438,4487
1175,25659,177,69757
1176,70311,448,119145
1177,48054,312,968
1178,92516,597,2502
1179,82094,520,3751
1180,88196,568,46723
1181,12740,82,158
1182,3123,20,3994
1183,36942,249,57532
1184,60483,391,930
1185,63412,414,3438
1186,5426,38,432
1187,52906,347,364
1188,46569,305,122900
1189,100662,610,107348
1190,54788,362,1945
1191,10951,68,3994
1192,38900,267,4011
1193,57512,380,6664
1194,30588,213,64969
1195,96708,603,2633
1196,25596,177,56251
1197,48253,313,170
1198,42484,288,2085
1199,99080,608,2706
1200,28444,198,1704
1201,64684,414,57368
1202,46583,305,134368
1203,8031,56,592
1204,47628,307,51935
1205,67978,438,5443
1206,5491,39,1214
1207,76099,479,1921
1208,92051,596,87304
1209,27278,185,2081
1210,87383,563,7142
1211,12944,82,6879
1212,36433,249,858
1213,48745,316,168
1214,17270,111,318
1215,82292,522,3578
1216,8986,62,64969
1217,17103,109,150
1218,18514,118,25
1219,68981,448,2115
1220,83393,528,64614
1221,88443,571,1348
1222,57541,380,7044
1223,68889,448,1479
1224,66763,430,4239
1225,15659,103,1288
1226,37291,249,108928
1227,21532,140,5329
1228,4524,28,7123
1229,30594,213,76251
1230,54320,357,2398
1231,82600,524,1272
1232,70075,448,97470
1233,24441,169,2792
1234,80133,503,6027
1235,20981,139,8961
1236,48396,313,2003
1237,6774,45,3385
1238,76762,480,5630
1239,73462,474,1269
1240,36251,247,5952
1241,20976,139,8640
1242,56382,373,141
1243,39032,269,3
1244,8943,62,48394
1245,90832,590,2406
1246,78188,484,50442
1247,6706,45,2541
1248,34200,232,6333
1249,12956,82,7325
1250,66203,426,539
1251,97257,605,5481
1252,94663,599,59315
1253,16579,105,37731
1254,59049,385,574
1255,89513,580,2959
1256,83893,534,69275
1257,16223,105,215
1258,13429,86,2642
1259,81913,517,116797
1260,87942,567,78499
1261,95542,600,2937
1262,65421,419,55765
1263,7672,51,3968
1264,44908,298,6365
1265,75797,477,5313
1266,6982,47,6870
1267,50182,324,1197
1268,1681,17,541
1269,6971,47,5014
1270,83204,527,1125
1271,55111,365,105213
1272,2223,18,112421
1273,82847,525,5956
1274,75964,477,55269
1275,100601,610,100083
1276,61035,396,1148
1277,81815,517,38038
1278,12621,80,44665
1279,14311,91,1261
1280,91495,593,53464
1281,320,4,296
1282,24248,168,1148
1283,19409,125,78218
1284,49032,318,616
1285,13055,83,48997
1286,30898,217,45
1287,64723,414,61401
1288,42291,288,1199
1289,42857,288,3930
1290,96302,603,930
1291,71068,453,3717
1292,81106,514,589
1293,68186,438,36519
1294,36371,248,177765
1295,54454,357,40629
1296,19313,125,7254
1297,796,6,542
1298,76261,480,208
1299,19540,125,152077
1300,19462,125,99813
1301,65101,416,1199
1302,35548,239,45950
1303,46486,305,93840
1304,399,4,1517
1305,75790,477,5069
1306,8990,62,68319
1307,76496,480,2353
1308,87119,562,1240
1309,47785,308,7153
1310,10214,66,3809
1311,10582,68,1339
1312,35064,234,2720
1313,67037,432,77866
1314,89529,580,3275
1315,66353,427,5810
1316,13236,84,915
1317,97502,606,915
1318,17706,111,94478
1319,28684,199,1287
1320,62769,414,1274
1321,474,4,3386
1322,88361,570,2797
1323,6365,43,325
1324,83662,534,2085
1325,78490,489,110
1326,82136,520,7266
1327,91166,590,40819
1328,4192,27,3836
1329,94328,599,8783
1330,54599,359,2858
1331,47343,307,5502
1332,84558,543,2571
1333,3022,20,1097
1334,94601,599,51077
1335,92218,597,500
1336,17442,111,5810
1337,59079,385,1012
1338,16193,104,72998
1339,99086,608,2719
1340,42421,288,1883
1341,31149,217,1562
1342,6438,44,95
1343,95524,600,2797
1344,67073,433,74458
1345,63744,414,4639
1346,37275,249,105351
1347,47174,307,3270
1348,10719,68,2145
1349,61814,409,3175
1350,38000,260,1089
1351,13365,84,1408
1352,10702,68,2083
1353,5966,42,555
1354,18336,116,2985
1355,68278,441,527
1356,52969,348,4993
1357,37747,256,1320
1358,71168,454,1969
1359,3643,21,139642
1360,41858,286,39
1361,18237,115,2947
1362,76766,480,5782
1363,74656,474,6772
1364,93858,599,4386
1365,82581,524,1197
1366,89385,580,1049
1367,59354,387,940
1368,100234,610,51935
1369,97791,606,2571
1370,93547,599,2968
1371,2393,19,586
1372,87375,563,6155
1373,33892,231,5952
1374,32724,222,6377
1375,11939,73,81591
1376,60341,390,2076
1377,57201,380,2533
1378,98415,606,47538
1379,15962,104,471
1380,21615,140,7137
1381,68107,438,7482
1382,37350,249,122920
1383,34735,232,72129
1384,31766,219,3452
1385,50845,328,7451
1386,92336,597,1297
1387,52218,339,53000
1388,98852,608,1089
1389,35896,244,1225
1390,38298,263,1357
