,userId,movieId,rating
35218,237,1580,4.5
40110,274,7153,3.0
80062,502,3101,3.0
90857,590,2643,2.0
36581,249,2987,4.0
6388,43,435,5.0
98031,606,4828,3.5
9512,64,780,3.0
52192,339,40815,2.5
97147,605,110,3.0
44589,298,1127,4.0
50841,328,6936,5.0
7026,47,96811,4.0
59150,385,1306,4.0
37712,255,3157,1.0
73430,474,1225,4.5
57931,380,95858,4.0
26816,182,4734,1.5
34547,232,49276,3.0
14340,91,1387,5.0
100576,610,97188,4.0
22147,146,35836,3.0
32996,225,1387,5.0
23948,166,2947,4.0
51724,334,4226,3.5
469,4,3204,4.0
15983,104,837,3.0
50955,330,34,3.0
90742,590,1562,2.0
13521,88,5952,5.0
59719,387,3253,2.0
33354,226,4229,1.0
17136,109,329,2.0
14085,90,608,5.0
8604,58,543,5.0
23620,160,3986,0.5
56305,372,1246,3.0
57723,380,46965,3.0
22933,156,2396,4.0
22200,148,81847,4.5
19890,131,2871,4.0
36992,249,66171,3.5
34686,232,65088,3.0
79997,501,7,4.0
46491,305,95510,0.5
33095,226,410,3.5
28839,199,4848,3.0
85977,558,5294,3.0
61024,396,44,2.0
79847,498,34,3.0
80295,506,45447,0.5
71700,462,2396,0.5
20873,138,1411,1.5
73070,473,3264,2.0
9682,64,2699,3.5
3472,21,64032,2.5
47148,307,2997,3.0
28428,198,1573,4.0
44815,298,4720,0.5
67347,435,58559,5.0
89,1,1291,5.0
70872,453,364,5.0
60857,393,4995,4.0
82350,522,60684,5.0
13620,89,3061,2.0
93782,599,4008,3.5
63407,414,3418,4.0
33611,227,59315,4.5
89297,579,2599,5.0
67804,438,2987,3.0
49336,318,7889,3.5
76503,480,2423,3.5
13833,89,81087,4.5
11934,73,79091,3.5
63297,414,3020,4.0
39384,274,886,3.0
21204,140,1095,2.0
56137,372,31,2.0
82612,524,2019,4.0
83813,534,46335,3.0
29583,202,1682,4.0
5183,33,2724,3.0
25901,179,165,4.0
47135,307,2858,4.0
62821,414,1425,3.0
37084,249,81591,4.0
22675,155,3287,3.0
12493,79,1220,5.0
19256,125,1265,4.5
60795,392,1193,4.0
40968,275,5884,1.0
61183,400,4878,4.5
32165,220,4027,5.0
37213,249,96811,4.0
84946,552,442,1.5
54858,363,653,2.5
100694,610,112183,5.0
53878,356,1197,4.0
89903,583,149354,4.0
36433,249,858,4.5
25534,177,45431,2.5
9125,62,143355,3.5
46712,306,152077,2.5
98266,606,8033,4.0
22604,154,356,5.0
81952,518,6333,4.5
65784,424,1625,4.5
66106,425,4034,4.0
40123,274,7321,3.5
49803,318,127204,4.5
66154,425,7153,4.0
13512,88,3476,4.5
82342,522,54503,3.0
13272,84,1091,3.0
78915,489,5816,3.0
19637,127,2144,2.0
17262,111,39,4.0
12844,82,3452,3.5
25193,177,2644,2.5
61288,402,349,3.0
90285,587,587,5.0
11269,68,42738,3.0
67688,438,1267,5.0
20190,132,6593,3.5
27672,187,4979,4.5
67419,436,437,3.0
47548,307,33836,2.5
30993,217,558,3.0
59444,387,1261,4.0
96325,603,1060,4.0
97606,606,1305,4.0
69218,448,3608,1.0
97577,606,1240,4.0
17779,111,122882,4.0
6251,42,3791,3.0
2816,19,2860,2.0
82165,520,73017,5.0
98708,608,193,3.0
69756,448,57368,2.0
97611,606,1339,3.0
86712,561,1974,3.0
10590,68,1387,3.5
8981,62,61024,4.0
16897,105,158402,2.5
31244,217,2080,3.0
99073,608,2640,2.5
32326,221,1125,4.0
8515,58,21,4.0
8002,56,196,3.0
98133,606,6188,1.5
46240,305,8874,4.0
7859,52,55765,4.0
95543,600,2946,3.5
21992,144,356,4.0
85783,555,3421,4.0
15306,100,62,4.0
8491,57,3643,4.0
75272,475,8636,4.5
73318,474,938,2.5
87403,563,40629,4.0
14812,93,2797,4.0
15079,96,1296,5.0
72590,469,1235,5.0
37254,249,103137,2.5
98962,608,1784,3.5
68640,447,531,5.0
5450,38,593,3.0
3728,22,8961,4.0
20479,135,1923,5.0
641,6,201,3.0
50708,328,1022,2.5
33377,226,4782,2.0
87299,562,74324,4.5
67494,437,194,4.0
96334,603,1089,5.0
91718,594,8521,0.5
39820,274,3755,1.5
71687,462,2159,4.0
77696,483,7757,4.0
15909,103,89745,3.0
41996,287,1208,3.5
70722,452,1641,5.0
70082,448,97913,3.5
55197,366,8961,4.0
75584,477,1639,3.5
12316,76,2628,2.0
69287,448,4027,2.0
85488,555,1445,3.0
28068,194,163,3.0
83030,525,88405,2.5
59226,386,592,1.0
97513,606,936,4.0
84043,534,110553,3.0
78610,489,1061,1.0
99112,608,2997,2.0
97824,606,2858,4.5
71727,462,2973,4.5
89572,580,4526,3.0
54608,359,4306,5.0
91666,594,5620,4.5
30033,209,79132,5.0
85092,552,4310,0.5
62414,414,267,4.0
85264,554,2096,4.0
15818,103,33493,2.0
43376,290,2385,3.0
17509,111,31685,3.5
5837,41,88129,3.5
73107,474,28,4.5
34149,232,5481,3.5
55859,368,4000,3.0
97586,606,1259,4.0
35376,239,1246,4.0
77174,482,5401,2.0
21502,140,4963,3.0
83425,529,711,3.0
76604,480,3646,0.5
66843,432,1210,3.5
97903,606,3538,4.0
71488,460,8970,4.0
82977,525,59784,3.0
31089,217,1221,2.0
36170,246,95167,4.0
18158,115,296,5.0
14950,95,2735,4.0
50464,325,5553,3.0
32155,220,3555,4.0
22685,156,11,3.0
69472,448,5548,3.0
94120,599,6283,4.0
68965,448,2050,3.0
65107,416,2571,1.0
27716,187,7387,4.0
62292,413,99114,4.5
45477,299,1214,3.0
79163,490,6365,2.5
25696,177,79091,4.0
17725,111,100194,4.5
24987,177,902,5.0
46427,305,76251,4.5
65371,419,4226,3.0
89298,579,2676,3.0
70247,448,112497,1.0
75782,477,4873,4.0
20473,135,1876,2.0
95821,600,37857,3.0
10770,68,2502,5.0
43503,292,253,1.5
62114,411,508,5.0
57914,380,93838,5.0
42564,288,2380,1.0
72601,469,1254,3.0
33216,226,1961,4.0
14293,91,1210,4.0
90954,590,3638,2.5
54753,362,296,5.0
94668,599,59947,2.0
64534,414,46578,4.5
81032,512,442,3.0
75229,475,2353,4.5
19254,125,1240,4.0
81507,516,480,4.0
25301,177,4270,3.0
10978,68,4246,4.0
47573,307,40815,3.5
55565,368,1389,1.0
52908,347,380,3.0
65681,422,3175,3.0
63572,414,4010,3.0
68373,443,116823,5.0
1889,18,1527,3.5
69971,448,88812,2.5
12932,82,6586,3.5
17922,112,150,4.0
28395,198,1127,4.0
68793,448,1021,2.0
69856,448,75816,2.0
31442,217,3256,4.0
89906,584,19,3.0
22661,155,2195,3.0
57185,380,2394,5.0
70377,448,134393,4.0
15991,104,936,3.5
48620,314,208,2.0
1377,13,3827,4.0
46216,305,7143,4.5
29336,201,1923,5.0
25725,177,86880,3.5
53943,356,2716,5.0
73803,474,2421,2.0
40753,275,2064,5.0
66033,425,1954,3.0
2045,18,8961,3.5
28606,199,482,3.0
92755,599,332,1.5
38946,268,1264,4.0
78539,489,440,3.5
72646,469,1476,2.0
58099,381,32,3.5
23045,156,5637,4.0
72209,465,1256,4.0
52893,347,165,3.0
76564,480,3147,4.5
25766,177,97938,4.5
54992,365,8807,2.5
74446,474,5445,4.5
98106,606,5878,4.0
8694,59,1953,5.0
794,6,539,3.0
52728,346,353,3.0
85652,555,2456,3.0
2699,19,2227,3.0
11448,68,64622,3.5
62737,414,1218,4.0
18464,117,588,4.0
4518,28,6974,3.0
12698,80,100810,4.0
23665,161,252,4.0
37373,249,143365,2.5
25146,177,2080,4.0
28959,200,480,3.5
38238,263,17,5.0
96272,603,803,4.0
31185,217,1703,3.0
48515,313,3693,1.0
67709,438,1552,3.5
32664,222,2028,3.0
6784,45,3510,4.0
100178,610,43928,2.0
39502,274,1592,2.5
53131,351,48877,3.5
77290,483,475,4.0
76775,480,5955,3.0
13397,85,1704,3.0
4585,28,33493,4.0
32472,221,3730,4.0
37633,254,6539,4.0
42359,288,1376,4.0
71195,454,55820,3.5
89024,575,2581,4.0
61284,402,293,3.0
99252,608,4344,4.5
71105,453,4025,4.0
73963,474,3072,5.0
43742,292,6297,4.5
88595,572,1291,4.0
89196,577,2657,1.0
65076,415,33679,3.5
83435,529,1073,3.0
81354,514,6780,3.0
51171,330,6333,4.0
75034,474,27912,3.0
42246,288,1019,3.0
80564,509,7153,5.0
46726,306,167018,2.5
48018,312,6,4.0
74926,474,8610,3.5
32718,222,5710,2.5
17692,111,88125,4.0
38692,266,368,1.0
91458,593,3578,5.0
91436,593,1580,1.5
77931,483,104211,4.0
26178,182,474,3.5
13393,85,1683,3.0
2050,18,27716,4.5
79144,490,2571,4.0
67789,438,2694,3.5
48111,312,1674,4.0
75392,476,357,4.0
14903,95,1206,5.0
85957,558,3831,5.0
15508,101,3793,4.0
97176,605,943,3.0
1662,16,60069,4.0
12746,82,231,4.0
73310,474,929,3.5
97542,606,1124,3.5
3560,21,104211,4.0
24995,177,912,5.0
22107,145,300,3.0
77792,483,55872,4.5
82355,522,66665,4.0
61759,409,1278,4.0
63746,414,4641,5.0
66959,432,7143,4.5
78102,484,3988,4.0
49964,321,588,3.0
63878,414,5170,2.0
85267,554,2282,5.0
5050,33,194,3.0
17327,111,2174,4.5
25145,177,2078,3.0
95623,600,4023,1.0
574,6,21,2.0
41600,282,4025,3.0
85322,555,231,4.0
41547,282,2378,4.0
72446,468,410,3.0
58158,381,1015,3.5
64601,414,51540,3.5
24420,169,2028,5.0
6617,45,1391,3.0
18398,117,252,4.0
90000,585,1213,5.0
14407,91,2138,4.0
43904,292,103249,3.5
66566,428,3996,4.0
19678,128,1387,3.0
43632,292,2828,1.0
69903,448,81932,4.0
33816,230,2985,1.0
93203,599,1711,3.5
98617,607,2846,3.0
89664,580,7700,0.5
54670,361,1263,1.5
52483,342,2490,3.0
57989,380,109374,4.0
46213,305,6953,1.0
18330,116,2657,3.0
64845,414,89904,5.0
53668,354,1876,3.5
92719,599,233,3.0
87958,567,87306,1.5
40361,274,49272,4.0
26399,182,1866,4.5
29928,205,81845,4.5
33957,232,1198,4.5
53355,352,51540,4.5
46407,305,71535,5.0
91745,595,2628,4.0
46268,305,38038,4.5
55074,365,91323,3.5
41817,284,637,4.0
64290,414,7439,2.0
95135,600,203,3.0
80835,509,129229,2.0
51856,336,628,4.5
48150,312,2640,4.0
21206,140,1101,4.5
86840,561,4499,3.5
35019,234,2080,5.0
71955,462,103624,4.0
70676,452,1097,5.0
96865,603,3274,3.0
2121,18,62434,3.5
30756,216,1028,4.0
49422,318,44199,4.0
41110,279,2329,3.5
83312,527,3698,5.0
28306,197,50,3.0
71351,458,5,3.0
63793,414,4873,5.0
41105,279,1676,3.0
98361,606,32862,4.0
54180,357,595,4.0
7070,48,1625,4.5
44275,294,2502,4.0
28635,199,912,5.0
44841,298,5047,2.5
68672,448,101,3.5
57565,380,7458,3.0
19635,127,1962,3.0
86761,561,2478,4.0
2616,19,1906,2.0
81960,519,3408,5.0
443,4,2583,5.0
42378,288,1544,3.0
23781,164,1573,3.0
85935,558,662,5.0
15997,104,1206,3.0
25893,179,104,4.0
59900,387,5046,2.5
68939,448,1955,3.0
1990,18,5608,4.0
42368,288,1396,3.0
69988,448,90719,2.5
77317,483,783,2.0
18152,115,34,2.0
61293,402,434,5.0
40734,275,1784,4.0
96400,603,1247,5.0
13517,88,4963,4.5
68080,438,7150,2.5
51229,331,4367,1.5
46220,305,7387,4.5
42808,288,3649,2.0
96811,603,3035,4.0
75102,474,41566,4.5
18001,113,909,4.0
5531,39,2529,4.0
22449,153,1246,4.5
38359,263,2840,2.0
4215,28,296,4.5
9093,62,116823,4.0
33738,230,47,3.0
9808,64,4993,4.5
59249,387,110,3.5
17737,111,103810,4.0
15899,103,86815,3.5
71908,462,55442,4.0
47824,309,296,3.5
57339,380,3948,3.0
66684,429,237,4.0
74302,474,4521,3.0
4431,28,3967,4.0
43206,290,235,4.0
14861,94,435,1.0
78704,489,2002,3.0
11737,71,208,2.0
53540,353,266,3.0
46733,307,1,4.0
14646,91,6638,2.0
86264,560,4025,2.5
89129,577,1291,4.0
15873,103,73017,4.0
3803,23,913,4.0
97313,605,45722,3.0
57534,380,6946,4.0
8349,57,2174,3.0
96059,602,440,4.0
62438,414,329,3.0
47424,307,6724,4.0
31569,219,442,3.5
97699,606,2001,0.5
14251,91,786,2.5
5138,33,1672,3.0
80368,508,2394,1.5
40362,274,49530,4.0
92375,597,1617,5.0
61508,405,32587,5.0
1052,8,339,3.0
19306,125,6539,4.0
96982,603,4259,3.0
5712,41,2692,4.0
6214,42,3256,4.0
2232,18,118900,3.5
17246,110,4973,5.0
85974,558,5266,4.0
66889,432,2762,4.0
89122,577,1262,5.0
13118,84,230,3.0
82344,522,55820,4.5
21151,140,553,4.0
47511,307,8949,3.0
35055,234,2617,4.0
35179,236,1345,3.0
71695,462,2351,4.0
62834,414,1484,4.0
87028,561,95167,2.5
70338,448,127194,2.0
98173,606,6786,4.0
50972,330,260,4.0
100753,610,130634,4.5
30106,210,65651,2.0
15855,103,62553,4.0
98453,606,55820,3.0
69002,448,2289,5.0
78825,489,3717,1.5
35796,242,236,3.0
60868,393,6333,5.0
71456,460,3578,5.0
54984,365,7451,4.5
3457,21,58025,2.0
44710,298,2931,4.0
21691,141,1,4.0
30546,213,3285,4.0
38123,260,8874,2.5
39325,274,527,4.0
45590,301,2706,1.5
95455,600,2355,3.0
88186,568,1298,5.0
92140,596,165639,3.5
43494,292,32,2.0
96683,603,2540,3.0
39267,274,170,2.5
68277,441,296,5.0
27358,186,1097,3.0
92866,599,585,2.0
70113,448,100487,2.0
18326,116,2174,1.5
64448,414,37727,4.0
37425,250,1035,5.0
60701,391,3271,4.0
13747,89,46105,4.5
79529,495,1247,5.0
33740,230,153,3.5
6465,44,891,3.0
68393,444,296,5.0
60235,387,51939,3.0
14022,89,149508,5.0
54854,363,141,4.0
68094,438,7361,4.0
74523,474,5989,4.0
50571,326,63082,4.5
11926,73,72641,4.5
100255,610,53519,3.5
3466,21,60074,3.5
84756,548,122904,3.0
39010,268,2640,3.0
84176,537,6888,5.0
13791,89,67087,2.5
55233,367,912,5.0
90422,588,6,5.0
91663,594,5364,4.5
76905,480,27830,2.5
4702,28,59315,4.5
40825,275,3134,2.0
16810,105,108981,4.5
27179,184,112552,5.0
51067,330,1358,5.0
88311,570,1265,4.0
42361,288,1380,2.0
63168,414,2551,3.0
52823,346,4973,3.0
90240,586,152081,5.0
21827,141,52973,3.0
73932,474,2947,3.0
31857,219,5872,2.5
22382,152,1221,4.0
92827,599,481,2.0
29159,200,6863,5.0
53011,349,588,4.0
53242,352,1732,4.0
4271,28,1129,2.5
93636,599,3342,2.5
89490,580,2532,2.5
100797,610,145951,0.5
20534,135,2735,4.0
85939,558,1222,5.0
6769,45,3274,3.0
29128,200,4995,4.0
68295,441,4402,5.0
88803,573,3753,4.5
5127,33,1580,3.0
97965,606,4155,4.0
24920,177,216,2.0
77071,481,1584,3.0
31566,219,413,3.5
64158,414,6554,2.0
68331,442,3363,1.5
48558,313,4848,4.0
5051,33,223,4.0
86183,560,1527,4.5
73935,474,2953,1.0
17330,111,2335,3.5
89237,578,75446,2.5
30172,210,166203,4.0
18177,115,780,2.0
5842,41,93840,2.0
3059,20,2140,4.0
25894,179,110,5.0
71969,462,127136,4.0
98672,608,21,3.5
86548,560,109313,4.0
37101,249,84944,3.5
26789,182,4378,3.5
6327,43,57,5.0
12124,74,6787,5.0
53388,352,66097,3.0
18256,115,3703,3.0
49511,318,60756,4.0
92826,599,480,4.0
56620,376,2763,4.0
48064,312,1178,5.0
32220,220,51662,4.5
71068,453,3717,2.0
30190,211,1196,4.5
5239,34,4874,1.0
73172,474,296,4.0
93551,599,2987,3.5
68918,448,1729,4.0
6542,45,586,3.0
38756,266,1405,2.0
38101,260,6711,4.0
7480,51,953,5.0
82154,520,48780,3.5
32344,221,1214,5.0
62996,414,2080,4.0
21998,144,420,3.0
14913,95,1291,3.5
31154,217,1586,4.0
71947,462,91542,1.5
61446,405,1241,4.0
80287,506,39,5.0
61036,396,1276,5.0
65557,420,8577,4.0
87472,563,85056,3.5
62815,414,1396,4.0
47929,310,216,2.0
20977,139,8665,2.0
9297,63,4816,2.5
9822,64,5417,3.5
64971,414,171765,4.0
97607,606,1306,3.5
64455,414,38061,4.0
67109,434,434,2.5
94725,599,71327,3.5
810,6,594,4.0
96892,603,3445,4.0
62666,414,1024,4.0
80321,506,64957,1.0
34214,232,6539,4.5
66105,425,4033,4.5
79095,489,82242,3.5
77633,483,5309,2.5
50309,325,1805,4.0
58222,381,2054,3.5
66797,431,3948,3.0
46794,307,339,1.5
79356,492,748,4.0
50584,326,73344,4.0
75037,474,30793,4.0
75799,477,5349,4.0
42397,288,1641,4.0
11989,73,112183,2.5
41215,279,111759,4.5
58724,382,36519,3.5
8619,58,708,5.0
97534,606,1090,4.0
52301,339,88163,4.0
93911,599,4636,2.0
52,1,1025,5.0
98475,606,91500,4.5
74050,474,3363,3.0
3261,21,1214,1.5
47981,310,6617,4.5
84240,538,58559,4.5
78876,489,4720,3.5
71254,455,593,5.0
98742,608,374,0.5
85895,556,98809,4.0
90783,590,2005,4.0
95354,600,1673,3.5
36937,249,56367,4.0
89207,577,3035,5.0
14813,93,2822,4.0
46352,305,60684,4.0
25482,177,30793,2.5
48758,316,1892,3.0
21639,140,8982,3.0
17838,111,159441,4.5
48813,317,457,3.0
41245,280,19,3.0
55126,365,112138,4.0
362,4,1057,3.0
31747,219,3006,3.5
59726,387,3271,3.0
72577,469,1214,5.0
100267,610,54785,3.0
64305,414,8361,3.0
64685,414,57669,4.5
72506,469,593,4.0
83899,534,70305,3.5
21919,143,6539,3.0
34556,232,49910,4.0
2889,19,3358,5.0
89958,584,364,5.0
68704,448,355,2.0
30943,217,360,3.0
4650,28,50442,2.0
8761,61,593,4.0
13493,88,16,4.5
77152,482,2718,3.0
59033,385,485,3.0
9380,63,67997,4.0
74385,474,5007,2.5
70662,452,552,5.0
73230,474,538,3.5
53407,352,79091,4.0
13596,89,1580,1.5
14133,91,36,3.0
54894,364,780,5.0
83058,525,103107,4.0
80081,503,480,3.5
66604,428,5219,3.0
100143,610,34534,3.0
50366,325,2952,4.0
43676,292,3635,3.5
83374,528,6157,2.5
44567,298,541,4.5
79484,494,589,5.0
15265,99,234,2.0
65803,424,2505,3.5
76792,480,6367,2.5
43294,290,1225,5.0
425,4,2078,5.0
24732,172,1347,4.0
31391,217,2851,3.0
43705,292,4047,3.0
88992,574,380,4.0
67620,438,316,3.5
75522,477,1020,3.5
91762,596,457,3.5
26954,182,5995,4.5
67044,432,81562,3.5
62403,414,247,4.0
81207,514,2011,2.0
97024,603,4765,4.0
5564,40,48,2.0
52468,342,1268,3.0
91407,593,377,2.5
2401,19,611,2.0
72496,469,529,5.0
26990,182,6534,2.0
73938,474,2967,4.0
19578,125,166635,4.0
97264,605,6539,5.0
72796,469,2729,4.0
33152,226,1088,1.0
24716,171,1291,5.0
41136,279,7143,4.0
49644,318,81834,4.0
73622,474,1942,3.5
100271,610,54999,3.0
12764,82,480,4.0
80994,511,122882,4.0
27947,191,144,4.0
8763,61,1089,4.5
27208,184,157699,3.5
57891,380,86911,2.0
43022,288,7149,4.0
71824,462,6528,2.0
83342,528,356,5.0
2479,19,1136,3.0
46852,307,628,4.0
30348,212,8874,4.0
18312,116,1544,4.5
33438,226,6523,3.0
95442,600,2294,2.5
